Date,Close
2010-12-30,28.823
2010-12-31,28.928
2011-01-03,29.141
2011-01-04,29.094
2011-01-05,28.918
2011-01-06,28.918
2011-01-07,28.763
2011-01-10,28.745
2011-01-11,28.918
2011-01-13,28.997
2011-01-14,29.035
2011-01-18,29.278
2011-01-19,29.035
2011-01-20,28.668
2011-01-21,28.928
2011-01-26,29.306
2011-01-27,29.278
2011-01-28,29.141
2011-01-31,28.928
2011-02-01,29.376
2011-02-02,29.482
2011-02-03,29.537
2011-02-04,29.426
2011-02-07,29.472
2011-02-08,29.306
2011-02-09,29.278
2011-02-10,29.169
2011-02-11,29.346
2011-02-14,29.316
2011-02-15,29.278
2011-02-17,29.665
2011-02-18,29.859
2011-02-22,29.179
2011-02-23,29.094
2011-02-24,29.045
2011-02-25,29.306
2011-02-28,29.567
2011-03-01,29.376
2011-03-02,29.416
2011-03-03,29.694
2011-03-04,29.665
2011-03-08,29.694
2011-03-09,29.645
2011-03-10,29.075
2011-03-11,29.103
2011-03-14,28.833
2011-03-15,28.658
2011-03-16,27.805
2011-03-17,28.135
2011-03-18,28.298
2011-03-21,28.823
2011-03-22,28.898
2011-03-23,29.035
2011-03-24,29.326
2011-03-25,29.297
2011-03-28,29.199
2011-03-29,29.16
2011-03-30,29.537
2011-04-01,30.093
2011-04-04,30.13
2011-04-05,30.13
2011-04-06,30.226
2011-04-07,30.034
2011-04-08,30.16
2011-04-11,30.102
2011-04-13,29.996
2011-04-15,29.916
2011-04-18,29.326
2011-04-19,29.976
2011-04-20,30.364
2011-04-26,30.567
2011-04-27,30.715
2011-04-28,30.792
2011-04-29,31.014
2011-05-02,31.206
2011-05-03,30.646
2011-05-04,30.452
2011-05-05,30.527
2011-05-09,30.442
2011-05-11,30.14
2011-05-12,30.46
2011-05-13,29.907
2011-05-16,30.286
2011-05-17,30.16
2011-05-19,30.646
2011-05-20,30.374
2011-05-23,29.723
2011-05-24,29.839
2011-05-25,30.034
2011-05-26,30.102
2011-05-27,30.557
2011-05-31,30.782
2011-06-02,30.705
2011-06-06,30.685
2011-06-09,30.256
2011-06-10,29.877
2011-06-15,29.519
2011-06-16,29.199
2011-06-17,29.085
2011-06-20,29.248
2011-06-21,29.714
2011-06-22,29.665
2011-06-23,29.287
2011-06-24,29.406
2011-06-29,30.442
2011-06-30,30.745
2011-07-05,30.848
2011-07-06,30.782
2011-07-07,30.896
2011-07-08,30.763
2011-07-11,30.216
2011-07-12,29.976
2011-07-13,30.246
2011-07-14,29.887
2011-07-18,29.376
2011-07-19,29.859
2011-07-20,30.093
2011-07-21,30.266
2011-07-22,30.537
2011-07-25,30.597
2011-07-26,30.46
2011-07-27,30.14
2011-07-29,29.704
2011-08-02,29.297
2011-08-04,27.97
2011-08-05,27.582
2011-08-08,26.136
2011-08-09,27.388
2011-08-10,26.574
2011-08-11,27.494
2011-08-12,27.776
2011-08-16,27.98
2011-08-17,28.115
2011-08-22,26.535
2011-08-24,27.252
2011-08-29,28.415
2011-08-30,28.368
2011-08-31,28.851
2011-09-01,28.793
2011-09-02,28.106
2011-09-06,27.397
2011-09-07,28.184
2011-09-08,28.019
2011-09-09,27.311
2011-09-13,27.242
2011-09-14,27.466
2011-09-15,27.63
2011-09-16,27.494
2011-09-19,26.816
2011-09-22,24.859
2011-09-23,25.148
2011-09-26,25.381
2011-09-27,26.574
2011-09-28,26.087
2011-09-30,24.994
2011-10-04,23.946
2011-10-05,25.109
2011-10-07,25.594
2011-10-11,26.408
2011-10-12,27.301
2011-10-13,26.806
2011-10-14,27.262
2011-10-17,26.903
2011-10-20,26.379
2011-10-21,26.816
2011-10-24,27.514
2011-10-25,27.252
2011-10-26,27.34
2011-10-27,28.716
2011-10-28,28.851
2011-11-01,27.35
2011-11-02,27.639
2011-11-03,28.059
2011-11-04,27.844
2011-11-07,27.756
2011-11-08,28.135
2011-11-11,27.649
2011-11-14,27.63
2011-11-15,27.668
2011-11-18,26.913
2011-11-21,26.186
2011-11-22,26.302
2011-11-28,26.399
2011-12-01,27.824
2011-12-02,27.639
2011-12-05,27.874
2011-12-06,27.639
2011-12-08,27.61
2011-12-09,27.728
2011-12-12,27.105
2011-12-16,26.389
2011-12-19,26.389
2011-12-20,26.806
2011-12-21,26.923
2011-12-22,27.048
2011-12-23,27.223
2011-12-27,27.175
2011-12-29,27.038
2011-12-30,27.252
2012-01-03,27.766
2012-01-04,27.776
2012-01-05,27.34
2012-01-06,27.095
2012-01-09,27.184
2012-01-10,27.533
2012-01-11,27.572
2012-01-12,27.388
2012-01-13,27.223
2012-01-17,27.572
2012-01-18,27.874
2012-01-19,28.278
2012-01-20,28.203
2012-01-24,27.999
2012-01-26,28.493
2012-01-30,28.009
2012-01-31,28.155
2012-02-01,28.773
2012-02-02,28.888
2012-02-07,29.035
2012-02-08,28.888
2012-02-10,28.823
2012-02-13,29.103
2012-02-15,29.248
2012-02-16,29.519
2012-02-17,29.406
2012-02-22,29.482
2012-02-27,29.519
2012-02-28,29.926
2012-02-29,29.519
2012-03-01,29.743
2012-03-05,29.278
2012-03-06,28.493
2012-03-08,29.576
2012-03-09,29.462
2012-03-12,29.386
2012-03-13,29.645
2012-03-16,29.897
2012-03-20,29.819
2012-03-21,30.034
2012-03-27,30.414
2012-03-28,30.054
2012-03-29,29.819
2012-03-30,30.006
2012-04-03,30.442
2012-04-10,28.997
2012-04-16,29.287
2012-04-17,29.733
2012-04-18,29.615
2012-04-23,28.958
2012-04-24,29.132
2012-04-25,29.376
2012-04-26,29.434
2012-05-02,29.557
2012-05-03,29.278
2012-05-04,28.668
2012-05-08,28.184
2012-05-09,28.078
2012-05-10,28.231
2012-05-11,28.174
2012-05-14,27.844
2012-05-15,27.834
2012-05-16,27.494
2012-05-21,27.456
2012-05-23,27.085
2012-05-24,27.223
2012-05-30,27.204
2012-06-14,27.095
2012-06-15,27.252
2012-06-19,28.019
2012-06-20,27.874
2012-06-26,26.923
2012-06-27,27.085
2012-06-28,26.876
2012-06-29,27.62
2012-07-05,27.97
2012-07-06,27.639
2012-07-10,27.63
2012-07-12,27.038
2012-07-16,26.951
2012-07-17,27.125
2012-07-18,27.331
2012-07-20,27.115
2012-07-23,26.399
2012-07-25,26.846
2012-07-26,27.504
2012-07-27,27.99
2012-07-30,27.922
2012-08-01,27.903
2012-08-02,27.301
2012-08-03,28.087
2012-08-07,28.415
2012-08-09,28.483
2012-08-15,28.249
2012-08-23,28.174
2012-08-27,28.308
2012-08-28,28.358
2012-08-30,28.049
2012-09-04,28.096
2012-09-06,28.648
2012-09-11,28.793
2012-09-12,28.813
2012-09-14,29.529
2012-09-18,29.045
2012-09-19,29.306
2012-09-20,29.228
2012-09-21,29.376
2012-09-25,28.638
2012-09-27,29.141
2012-10-01,29.336
2012-10-02,28.803
2012-10-03,28.726
2012-10-09,28.688
2012-10-19,29.035
2012-10-24,28.803
2012-10-25,28.842
2012-10-26,28.938
2012-10-31,28.938
2012-11-01,29.278
2012-11-07,28.833
2012-11-09,28.502
2012-11-12,28.688
2012-11-14,28.453
2012-11-15,27.903
2012-11-19,28.453
2012-11-20,28.558
2012-11-21,28.548
2012-11-23,29.015
2012-11-26,29.065
2012-11-27,29.035
2012-11-28,29.491
2012-11-29,29.704
2012-11-30,29.537
2012-12-03,29.596
2012-12-04,29.5
2012-12-05,29.714
2012-12-06,29.665
2012-12-07,29.665
2012-12-11,29.976
2012-12-12,30.044
2012-12-14,29.907
2012-12-17,29.877
2012-12-18,30.112
2012-12-19,30.266
2012-12-20,30.51
2012-12-24,29.862
2012-12-26,29.902
2012-12-27,29.941
2012-12-28,30.068
2012-12-31,29.853
2013-01-02,30.593
2013-01-03,30.731
2013-01-04,30.642
2013-01-07,30.883
2013-01-08,30.543
2013-01-09,30.75
2013-01-10,30.981
2013-01-11,31.371
2013-01-14,31.39
2013-01-15,31.242
2013-01-16,31.271
2013-01-17,31.661
2013-01-18,31.495
2013-01-22,31.592
2013-01-23,31.798
2013-01-24,31.495
2013-01-25,32.1
2013-01-28,31.808
2013-01-30,31.855
2013-01-31,32.031
2013-02-01,32.535
2013-02-04,32.165
2013-02-05,32.544
2013-02-06,32.439
2013-02-11,32.203
2013-02-12,32.449
2013-02-13,32.449
2013-02-14,32.36
2013-02-19,32.439
2013-02-20,32.252
2013-02-21,32.05
2013-02-25,32.146
2013-02-26,31.371
2013-02-28,31.798
2013-03-01,32.272
2013-03-05,32.35
2013-03-06,32.272
2013-03-07,32.174
2013-03-08,32.292
2013-03-11,32.11
2013-03-12,32.41
2013-03-13,32.38
2013-03-14,32.127
2013-03-19,31.954
2013-03-22,31.946
2013-03-25,31.614
2013-03-26,31.712
2013-03-27,31.654
2013-04-02,32.285
2013-04-05,31.535
2013-04-08,31.781
2013-04-09,32.176
2013-04-11,32.481
2013-04-15,31.634
2013-04-16,31.839
2013-04-19,32.063
2013-04-29,33.111
2013-04-30,32.644
2013-05-02,33.374
2013-05-03,33.461
2013-05-07,33.782
2013-05-08,33.878
2013-05-10,33.995
2013-05-13,33.752
2013-05-14,33.897
2013-05-15,34.189
2013-05-16,33.897
2013-05-21,34.005
2013-05-22,33.509
2013-05-28,33.83
2013-05-30,33.461
2013-05-31,32.896
2013-06-04,32.798
2013-06-05,32.471
2013-06-06,32.654
2013-06-07,32.751
2013-06-10,33.101
2013-06-11,32.422
2013-06-12,32.508
2013-06-13,32.566
2013-06-14,32.536
2013-06-17,32.906
2013-06-18,33.139
2013-06-19,33.033
2013-06-21,31.274
2013-06-24,30.848
2013-06-25,31.286
2013-06-26,31.473
2013-06-27,31.687
2013-06-28,31.993
2013-07-01,32.133
2013-07-02,32.078
2013-07-05,31.961
2013-07-08,32.171
2013-07-09,32.029
2013-07-10,32.348
2013-07-11,32.583
2013-07-12,32.971
2013-07-15,33.158
2013-07-17,33.08
2013-07-18,32.873
2013-07-19,33.021
2013-07-22,33.128
2013-07-23,32.758
2013-07-24,32.633
2013-07-25,32.883
2013-07-26,33.011
2013-07-29,33.089
2013-07-30,33.021
2013-08-01,33.353
2013-08-02,33.45
2013-08-05,33.44
2013-08-06,33.333
2013-08-07,33.05
2013-08-09,33.245
2013-08-12,33.226
2013-08-13,33.469
2013-08-15,33.226
2013-08-16,33.08
2013-08-19,33.001
2013-08-21,32.651
2013-08-22,32.68
2013-08-23,32.942
2013-08-26,32.951
2013-08-27,32.18
2013-08-28,32.24
2013-08-29,32.398
2013-08-30,32.283
2013-09-03,32.534
2013-09-04,32.805
2013-09-05,32.883
2013-09-06,33.08
2013-09-09,33.555
2013-09-10,33.947
2013-09-11,34.181
2013-09-12,34.055
2013-09-13,33.987
2013-09-16,34.436
2013-09-17,34.483
2013-09-18,34.841
2013-09-19,35.261
2013-09-20,34.929
2013-09-23,34.909
2013-09-24,34.788
2013-09-26,34.758
2013-09-30,34.449
2013-10-04,34.758
2013-10-07,34.37
2013-10-08,34.195
2013-10-09,34.04
2013-10-10,34.662
2013-10-11,34.682
2013-10-14,34.904
2013-10-15,34.622
2013-10-16,35.197
2013-10-17,35.325
2013-10-18,35.84
2013-10-21,35.89
2013-10-22,36.113
2013-10-23,36.074
2013-10-24,36.141
2013-10-25,35.939
2013-10-28,36.074
2013-10-29,35.88
2013-10-30,35.84
2013-11-01,35.665
2013-11-04,35.463
2013-11-06,35.735
2013-11-07,35.393
2013-11-08,35.168
2013-11-11,35.265
2013-11-12,35.081
2013-11-13,35.255
2013-11-14,35.48
2013-11-15,35.755
2013-11-18,35.949
2013-11-19,35.433
2013-11-20,35.197
2013-11-21,35.606
2013-11-22,35.86
2013-11-25,35.968
2013-11-26,35.987
2013-11-27,35.88
2013-11-29,36.258
2013-12-02,36.267
2013-12-03,35.695
2013-12-04,35.433
2013-12-05,36.503
2013-12-06,35.586
2013-12-10,35.977
2013-12-11,35.87
2013-12-13,35.131
2013-12-16,35.433
2013-12-17,35.374
2013-12-18,35.89
2013-12-19,35.89
2013-12-20,36.065
2013-12-23,38.004
2013-12-24,36.276
2013-12-26,36.454
2013-12-27,36.463
2013-12-30,36.659
2013-12-31,36.532
2014-01-02,36.356
2014-01-03,36.424
2014-01-06,36.14
2014-01-07,36.424
2014-01-08,36.562
2014-01-09,36.444
2014-01-10,36.512
2014-01-13,36.026
2014-01-14,36.492
2014-01-15,36.492
2014-01-16,36.532
2014-01-17,36.376
2014-01-21,36.599
2014-01-22,36.736
2014-01-23,36.238
2014-01-24,35.274
2014-01-27,35.001
2014-01-28,35.079
2014-01-29,34.777
2014-01-30,35.186
2014-01-31,35.334
2014-02-03,34.611
2014-02-04,35.089
2014-02-05,34.711
2014-02-06,35.354
2014-02-07,35.344
2014-02-10,35.635
2014-02-11,35.937
2014-02-12,35.645
2014-02-13,35.829
2014-02-14,36.267
2014-02-18,36.688
2014-02-19,36.571
2014-02-20,36.073
2014-02-24,37.011
2014-02-25,37.098
2014-02-26,36.805
2014-02-27,36.864
2014-02-28,37.496
2014-03-03,36.805
2014-03-04,37.449
2014-03-05,37.078
2014-03-06,37.419
2014-03-10,36.883
2014-03-11,37.078
2014-03-12,37.04
2014-03-14,36.571
2014-03-17,36.609
2014-03-18,36.786
2014-03-19,36.629
2014-03-20,36.238
2014-03-21,36.366
2014-03-25,36.694
2014-03-26,36.595
2014-03-27,36.605
2014-03-28,36.44
2014-03-31,36.791
2014-04-01,36.958
2014-04-02,37.475
2014-04-03,36.87
2014-04-04,36.635
2014-04-07,36.031
2014-04-08,36.302
2014-04-10,36.733
2014-04-11,36.165
2014-04-14,36.224
2014-04-15,36.488
2014-04-17,36.84
2014-04-21,37.134
2014-04-22,37.115
2014-04-23,37.095
2014-04-24,37.076
2014-04-25,36.83
2014-04-28,36.83
2014-04-29,36.83
2014-04-30,36.821
2014-05-01,36.948
2014-05-02,36.958
2014-05-05,36.899
2014-05-06,36.782
2014-05-07,36.518
2014-05-08,36.879
2014-05-09,36.704
2014-05-13,36.948
2014-05-14,37.047
2014-05-16,36.694
2014-05-19,36.919
2014-05-20,36.948
2014-05-21,37.056
2014-05-22,37.192
2014-05-23,37.262
2014-05-27,37.281
2014-05-28,37.358
2014-05-29,37.338
2014-06-03,37.553
2014-06-04,37.679
2014-06-05,37.173
2014-06-06,37.436
2014-06-09,37.484
2014-06-10,37.446
2014-06-11,37.494
2014-06-12,37.252
2014-06-17,37.699
2014-06-18,37.709
2014-06-19,38.031
2014-06-20,38.158
2014-06-23,38.051
2014-06-24,37.901
2014-06-25,38.026
2014-06-26,37.812
2014-06-27,37.832
2014-06-30,38.094
2014-07-01,38.33
2014-07-02,38.469
2014-07-03,38.761
2014-07-07,38.389
2014-07-08,38.124
2014-07-09,38.046
2014-07-10,37.812
2014-07-11,37.763
2014-07-14,38.164
2014-07-15,37.977
2014-07-16,38.085
2014-07-17,37.605
2014-07-18,37.782
2014-07-21,37.605
2014-07-22,38.173
2014-07-23,38.203
2014-07-24,38.164
2014-07-25,37.891
2014-07-28,37.763
2014-07-30,37.773
2014-07-31,37.195
2014-08-01,37.0
2014-08-04,37.029
2014-08-05,36.852
2014-08-06,36.733
2014-08-08,36.832
2014-08-11,37.137
2014-08-12,36.872
2014-08-14,37.097
2014-08-19,37.625
2014-08-20,37.547
2014-08-22,37.419
2014-08-25,37.547
2014-08-26,37.782
2014-08-27,37.931
2014-08-28,37.901
2014-08-29,37.891
2014-09-02,38.203
2014-09-03,38.066
2014-09-04,38.311
2014-09-05,38.076
2014-09-08,37.557
2014-09-09,37.782
2014-09-10,38.046
2014-09-11,37.871
2014-09-12,37.369
2014-09-15,37.429
2014-09-16,37.625
2014-09-17,37.274
2014-09-18,37.625
2014-09-19,37.478
2014-09-22,37.175
2014-09-23,36.813
2014-09-24,36.725
2014-09-25,36.431
2014-09-26,36.824
2014-09-29,36.657
2014-09-30,36.587
2014-10-01,36.068
2014-10-02,36.126
2014-10-03,36.254
2014-10-06,36.126
2014-10-07,35.805
2014-10-08,36.078
2014-10-09,35.356
2014-10-10,34.465
2014-10-13,34.571
2014-10-14,34.561
2014-10-15,33.504
2014-10-16,34.15
2014-10-20,35.207
2014-10-21,35.568
2014-10-22,35.404
2014-10-27,35.501
2014-10-28,36.413
2014-10-29,36.597
2014-10-31,36.597
2014-11-05,36.578
2014-11-06,36.56
2014-11-07,36.578
2014-11-10,36.931
2014-11-12,36.764
2014-11-14,36.833
2014-11-17,36.951
2014-11-19,36.892
2014-11-20,36.824
2014-11-21,37.498
2014-11-24,37.246
2014-11-25,37.45
2014-11-26,37.587
2014-12-01,36.804
2014-12-02,37.44
2014-12-04,37.38
2014-12-05,37.479
2014-12-08,37.265
2014-12-10,36.235
2014-12-11,36.303
2014-12-12,35.464
2014-12-16,35.501
2014-12-17,35.873
2014-12-18,36.481
2014-12-19,36.794
2014-12-22,36.863
2014-12-23,36.647
2014-12-24,36.628
2014-12-26,37.227
2014-12-29,36.598
2014-12-30,36.374
2014-12-31,36.687
2015-01-02,35.894
2015-01-05,35.454
2015-01-06,35.158
2015-01-08,35.708
2015-01-12,35.649
2015-01-14,35.511
2015-01-16,35.511
2015-01-20,35.758
2015-01-22,36.472
2015-01-26,36.638
2015-01-27,36.726
2015-01-28,36.255
2015-01-29,35.844
2015-01-30,35.738
2015-02-02,35.992
2015-02-03,36.432
2015-02-04,36.687
2015-02-05,36.815
2015-02-06,36.482
2015-02-09,36.579
2015-02-10,36.903
2015-02-11,36.551
2015-02-12,37.139
2015-02-13,37.159
2015-02-17,37.509
2015-02-18,37.607
2015-02-19,37.853
2015-02-20,37.775
2015-02-23,37.913
2015-02-24,38.284
2015-02-25,38.343
2015-02-26,38.275
2015-02-27,38.452
2015-03-02,38.452
2015-03-03,38.452
2015-03-04,38.019
2015-03-05,37.951
2015-03-06,37.951
2015-03-09,37.539
2015-03-10,37.539
2015-03-12,37.315
2015-03-13,37.656
2015-03-16,37.745
2015-03-17,37.745
2015-03-18,37.745
2015-03-19,37.745
2015-03-20,38.784
2015-03-23,38.609
2015-03-24,38.784
2015-03-25,38.098
2015-03-26,38.227
2015-03-27,38.197
2015-03-30,37.853
2015-03-31,37.853
2015-04-01,37.705
2015-04-02,38.187
2015-04-06,38.504
2015-04-07,38.639
2015-04-08,38.639
2015-04-09,39.306
2015-04-10,39.78
2015-04-13,39.584
2015-04-14,39.612
2015-04-15,39.632
2015-04-16,39.534
2015-04-20,39.534
2015-04-21,39.534
2015-04-23,39.534
2015-04-24,39.534
2015-04-27,40.133
2015-04-28,40.133
2015-04-29,40.133
2015-04-30,40.133
2015-05-01,39.85
2015-05-04,39.711
2015-05-05,39.436
2015-05-06,39.436
2015-05-07,39.436
2015-05-08,39.436
2015-05-11,39.661
2015-05-12,39.661
2015-05-13,39.701
2015-05-15,39.995
2015-05-18,39.967
2015-05-19,39.731
2015-05-21,40.015
2015-05-22,39.76
2015-05-26,39.082
2015-05-27,39.594
2015-05-28,39.594
2015-05-29,39.594
2015-06-01,39.594
2015-06-02,39.632
2015-06-03,39.515
2015-06-04,39.121
2015-06-05,38.747
2015-06-08,38.717
2015-06-09,38.639
2015-06-10,39.259
2015-06-11,39.179
2015-06-15,39.179
2015-06-16,38.787
2015-06-18,38.787
2015-06-22,38.787
2015-06-23,38.787
2015-06-24,39.129
2015-06-25,39.354
2015-06-26,39.119
2015-06-29,38.321
2015-06-30,38.045
2015-07-01,38.608
2015-07-02,38.608
2015-07-06,38.608
2015-07-07,37.582
2015-07-08,37.278
2015-07-09,37.858
2015-07-10,37.858
2015-07-13,38.558
2015-07-14,38.558
2015-07-15,38.558
2015-07-16,39.237
2015-07-17,38.999
2015-07-20,38.999
2015-07-21,39.424
2015-07-22,39.039
2015-07-23,39.139
2015-07-24,38.794
2015-07-27,38.626
2015-07-28,39.009
2015-07-29,39.009
2015-07-31,39.434
2015-08-03,39.334
2015-08-04,39.334
2015-08-05,39.453
2015-08-06,39.178
2015-08-07,38.734
2015-08-10,39.286
2015-08-11,38.252
2015-08-12,38.154
2015-08-13,38.055
2015-08-14,38.39
2015-08-17,38.075
2015-08-18,37.918
2015-08-19,37.434
2015-08-20,37.031
2015-08-21,36.291
2015-08-24,35.032
2015-08-25,36.252
2015-08-26,36.47
2015-08-27,37.012
2015-08-28,36.982
2015-08-31,36.735
2015-09-01,35.426
2015-09-02,35.879
2015-09-04,35.692
2015-09-08,36.193
2015-09-09,35.967
2015-09-10,36.223
2015-09-11,35.938
2015-09-14,35.938
2015-09-15,35.938
2015-09-16,36.183
2015-09-17,35.712
2015-09-18,36.597
2015-09-22,36.597
2015-09-23,35.446
2015-09-24,35.441
2015-09-25,35.974
2015-09-29,34.749
2015-09-30,35.195
2015-10-01,35.668
2015-10-02,35.826
2015-10-05,36.568
2015-10-06,36.478
2015-10-07,37.081
2015-10-08,36.824
2015-10-09,37.375
2015-10-12,37.356
2015-10-13,37.356
2015-10-14,37.356
2015-10-15,37.318
2015-10-16,37.445
2015-10-19,37.514
2015-10-20,37.524
2015-10-21,37.554
2015-10-22,37.385
2015-10-23,38.217
2015-10-26,38.355
2015-10-27,37.949
2015-10-28,38.097
2015-10-29,38.246
2015-10-30,38.227
2015-11-02,38.137
2015-11-03,38.631
2015-11-05,38.424
2015-11-06,38.335
2015-11-09,37.998
2015-11-10,37.791
2015-11-11,37.921
2015-11-12,37.969
2015-11-13,37.514
2015-11-16,37.494
2015-11-17,37.642
2015-11-18,38.018
2015-11-19,38.838
2015-11-20,38.995
2015-11-23,38.809
2015-11-24,38.719
2015-11-25,38.976
2015-11-27,38.355
2015-11-30,38.623
2015-12-01,38.847
2015-12-02,38.464
2015-12-03,38.661
2015-12-04,38.749
2015-12-07,38.593
2015-12-08,38.394
2015-12-09,37.881
2015-12-10,38.177
2015-12-11,38.177
2015-12-14,37.269
2015-12-15,37.455
2015-12-16,38.018
2015-12-17,37.811
2015-12-18,37.702
2015-12-21,37.25
2015-12-22,38.068
2015-12-23,38.394
2015-12-24,38.52
2015-12-28,37.927
2015-12-29,38.599
2015-12-30,38.401
2015-12-31,38.053
2016-01-04,37.25
2016-01-05,37.246
2016-01-06,36.681
2016-01-11,35.131
2016-01-12,35.655
2016-01-13,34.69
2016-01-14,35.229
2016-01-15,34.289
2016-01-19,34.588
2016-01-20,34.063
2016-01-21,34.41
2016-01-22,35.407
2016-01-26,35.457
2016-01-27,35.503
2016-01-28,35.316
2016-01-29,35.635
2016-02-01,35.921
2016-02-02,35.684
2016-02-03,35.803
2016-02-04,35.694
2016-02-05,35.457
2016-02-08,34.932
2016-02-09,34.32
2016-02-10,34.459
2016-02-11,33.922
2016-02-12,34.529
2016-02-16,35.081
2016-02-17,36.028
2016-02-18,37.097
2016-02-22,35.871
2016-02-23,35.459
2016-02-24,35.111
2016-02-25,35.336
2016-02-26,35.684
2016-02-29,35.556
2016-03-01,36.424
2016-03-02,36.464
2016-03-03,36.4
2016-03-04,36.968
2016-03-07,36.79
2016-03-09,37.107
2016-03-10,36.644
2016-03-11,37.226
2016-03-14,37.147
2016-03-15,36.705
2016-03-16,37.027
2016-03-17,37.137
2016-03-18,37.946
2016-03-21,37.759
2016-03-22,37.377
2016-03-23,36.961
2016-03-24,36.79
2016-03-28,37.332
2016-03-29,37.495
2016-03-31,37.96
2016-04-04,37.839
2016-04-06,38.098
2016-04-07,37.842
2016-04-08,37.693
2016-04-11,37.673
2016-04-12,37.833
2016-04-13,38.52
2016-04-15,37.999
2016-04-18,38.594
2016-04-19,38.938
2016-04-20,39.071
2016-04-21,38.552
2016-04-22,38.54
2016-04-25,38.069
2016-04-26,38.113
2016-04-27,38.507
2016-04-28,38.059
2016-04-29,37.836
2016-05-02,38.366
2016-05-03,37.765
2016-05-04,37.378
2016-05-05,37.655
2016-05-09,37.529
2016-05-10,37.766
2016-05-11,37.763
2016-05-12,37.604
2016-05-13,37.479
2016-05-16,37.643
2016-05-17,37.832
2016-05-18,37.555
2016-05-19,36.873
2016-05-20,37.984
2016-05-23,37.357
2016-05-24,37.629
2016-05-25,38.188
2016-05-26,37.585
2016-05-27,38.731
2016-05-31,38.168
2016-06-01,38.163
2016-06-02,38.188
2016-06-06,39.107
2016-06-07,38.616
2016-06-09,38.308
2016-06-10,38.049
2016-06-13,37.565
2016-06-14,37.508
2016-06-15,37.121
2016-06-16,37.111
2016-06-17,37.289
2016-06-20,37.873
2016-06-21,39.555
2016-06-23,38.975
2016-06-24,37.168
2016-06-27,37.86
2016-06-28,37.193
2016-06-29,37.86
2016-06-30,38.585
2016-07-01,38.997
2016-07-05,38.534
2016-07-08,38.79
2016-07-11,38.879
2016-07-12,39.596
2016-07-13,39.37
2016-07-14,39.488
2016-07-15,39.107
2016-07-18,40.183
2016-07-19,39.877
2016-07-20,40.038
2016-07-21,40.191
2016-07-22,39.914
2016-07-25,40.176
2016-07-26,40.532
2016-07-27,40.54
2016-07-28,40.271
2016-07-29,40.177
2016-08-03,40.17
2016-08-04,40.166
2016-08-05,40.108
2016-08-08,40.086
2016-08-10,39.979
2016-08-11,40.78
2016-08-12,40.458
2016-08-15,40.632
2016-08-16,40.917
2016-08-18,40.699
2016-08-19,40.432
2016-08-23,40.582
2016-08-24,40.345
2016-08-25,40.345
2016-08-26,40.186
2016-08-29,40.256
2016-08-30,40.296
2016-08-31,39.75
2016-09-01,39.919
2016-09-02,40.211
2016-09-06,40.493
2016-09-07,40.642
2016-09-08,40.394
2016-09-09,39.246
